2024.07.01| 97.3527| 97.3021| 98.4597
2024.07.02| 98.6063| 98.526| 98.7256
2024.07.03| 98.7002| 97.9456| 98.1525
2024.07.04| 96.1903| 97.4666| 97.6211
2024.07.05| 98.6469| 98.4343| 98.782
2024.07.06| 98.5967| 98.3696| 98.572
2024.07.07| 98.038| 98.1839| 98.261
2024.07.08| 96.8939| 97.2006| 98.23
2024.07.09| 97.773| 97.5981| 97.4705
2024.07.10| 98.5073| 97.6959| 97.7922
2024.07.11| 97.8278| 97.9734| 99.0256
2024.07.12| 99.1597| 98.1498| 98.506
2024.07.13| 98.3076| 97.8539| 98.3775
2024.07.14| 98.7733| 98.7924| 98.7183
2024.07.15| 98.0932| 98.5115| 98.9586
2024.07.16| 98.2671| 99.1086| 98.4446
2024.07.17| 98.4238| 98.5397| 98.5379
2024.07.18| 97.8841| 98.9288| 97.564
2024.07.19| 96.2748| 97.023| 97.7147
2024.07.20| 97.6202| 98.959| 97.4055
2024.07.21| 98.0271| 98.3792| 98.4467
2024.07.22| 83.6903| 84.6576| 84.8238
2024.07.23| 86.4925| 87.095| 87.3081
2024.07.24| 98.1347| 98.8211| 98.2817
2024.07.25| 98.5079| 98.5189| 98.6231
2024.07.26| 98.2474| 98.6554| 98.4112
2024.07.27| 98.5454| 98.8498| 98.6749
2024.07.28| 98.2917| 98.0646| 98.9962
2024.07.29| 98.9898| 98.3322| 98.3255
2024.07.30| 98.4039| 98.5792| 98.2138
2024.07.31| 98.9165| 98.2433| 97.814
