2024.07.01|98.2217|66.2146|98.8245|98.2928|197187|698844|74630|749821|15251|59631
2024.07.02|98.5995|67.5211|98.9781|98.9986|195027|701096|73681|751586|14833|58932
2024.07.03|98.5663|68.0375|99.0392|98.9218|193872|697567|73452|747625|14754|58809
2024.07.04|98.5424|68.7522|98.6404|98.8862|193738|698148|73362|747860|14713|58800
2024.07.05|98.3624|68.1933|99.0601|98.6564|194508|702055|73943|751354|14549|59537
2024.07.06|97.5782|67.3622|99.0281|97.8798|191812|702136|71102|751476|14555|56647
2024.07.07|97.9694|67.3173|98.9566|98.1654|188579|704707|68865|753932|14157|55098
2024.07.08|97.9807|66.8573|98.8721|98.1704|193854|706569|73607|755731|14372|59308
2024.07.09|97.9832|66.413|98.7192|98.1273|192994|705295|73429|754197|14640|58946
2024.07.10|97.7724|66.1957|98.5877|97.8517|192827|710482|73512|759183|14441|59177
2024.07.11|97.6336|66.6086|98.8162|97.8546|191418|708996|74376|757459|14239|60249
2024.07.12|98.1325|66.9455|98.9755|98.4146|191753|711708|73177|759970|14405|58917
2024.07.13|97.865|66.8587|98.8298|98.1821|190085|711056|70535|759364|14496|56237
2024.07.14|97.8539|66.6015|98.7741|98.0851|185961|714634|68950|763038|14041|55082
2024.07.15|97.7641|66.6263|98.8842|97.9454|191371|716605|73544|765119|14245|59454
2024.07.16|97.4451|66.3278|99.0275|97.7017|190024|715779|72580|764298|14056|58681
2024.07.17|96.8773|66.1256|98.6775|97.2275|189426|713758|72553|762093|14058|58500
2024.07.18|97.0023|65.8161|98.8098|97.127|189250|714049|71973|762253|14070|57933
2024.07.19|97.1407|65.9465|98.7666|97.2981|187814|711139|71169|758971|13930|57499
2024.07.20|97.0222|65.6408|98.7184|97.16|185457|695622|69076|740015|14117|55214
2024.07.21|96.7958|65.7593|98.8851|96.9109|183581|704137|67378|748731|13751|53837
2024.07.22|97.075|65.2509|98.7641|97.04|189959|713378|71889|758281|13767|58246
2024.07.23|96.8513|64.706|98.7137|96.6948|197760|714758|76847|759570|13787|63103
2024.07.24|96.734|64.3914|98.9919|96.4719|185302|720410|71603|765445|13875|57992
2024.07.25|96.3719|64.7626|98.9028|96.0302|182094|725943|68300|770717|13520|54830
2024.07.26|96.1939|63.8682|98.9165|95.5981|185743|727918|71095|772773|13683|57653
2024.07.27|96.0742|63.7692|99.0375|95.3914|184171|728173|69021|772832|13729|55526
2024.07.28|95.8538|63.9895|98.9682|95.093|180336|730903|67514|775726|13420|54311
2024.07.29|95.0952|72.1304|98.4712|96.9531|182601|730646|70987|775877|13518|57795
2024.07.30|97.5548|73.4005|99.1535|98.6483|183398|729235|71271|774573|13584|57867
2024.07.31|96.9884|70.9453|99.0595|97.7272|183090|723805|71011|769635|13722|57705
